date,A,B,C,D
28-Jan-09,4.9,2.5,16.8,1.9
29-Jan-09,6.5,0.1,17.8,0
30-Jan-09,1.3,1.1,6,0
31-Jan-09,0,1.3,2.5,0.8
1-Feb-09,4.4,8.4,32.1,4.6
2-Feb-09,4.1,1.3,28.1,0.6
3-Feb-09,7.1,2.9,5.7,0.6
4-Feb-09,5.3,0,1.4,0
5-Feb-09,4.1,0,0,0
6-Feb-09,5.3,0,8.3,0
7-Feb-09,6.9,,9.5,0
8-Feb-09,6.5,0,0.9,1.6
9-Feb-09,8.3,8.4,18.9,19.8
10-Feb-09,0,,2.1,0.2
11-Feb-09,0,3.4,13.7,1.7
12-Feb-09,0,7.4,22.6,17.6
13-Feb-09,3.1,1.5,2.8,1.5
14-Feb-09,10.5,8.3,19.2,0
15-Feb-09,0,,4.7,0
16-Feb-09,5.6,9.4,18.9,10.7
17-Feb-09,2.1,1.5,5.1,0.8
18-Feb-09,0,0,4.5,0
19-Feb-09,5.7,28.3,8.5,13.8
20-Feb-09,5.2,6.1,15.6,0
21-Feb-09,1.3,0.5,14.4,0
22-Feb-09,0,1.9,8,0.6
23-Feb-09,2.9,6.8,15,4.6
24-Feb-09,18.6,2.8,2.5,0
25-Feb-09,10.4,5.9,18.6,7.1
26-Feb-09,2.7,5.8,2.5,3.6
27-Feb-09,1.9,0.1,14.6,0
28-Feb-09,3.5,3.4,34.4,0
1-Mar-09,1.8,7.9,27,5.8
2-Mar-09,1.1,0.8,10.8,2.5
3-Mar-09,0,0.3,5.2,0
4-Mar-09,26.2,0.8,6,0.2
5-Mar-09,1.1,0,5.4,0
6-Mar-09,,0,6.6,0
7-Mar-09,2.9,0.3,29.1,0.3
8-Mar-09,2.2,13.9,0,21.3
9-Mar-09,0,,0,0
10-Mar-09,1.3,13.8,8.4,0.2
11-Mar-09,8.2,0,6.6,3.5
12-Mar-09,1.3,0,5.1,1.8
13-Mar-09,0,0,2.5,0
14-Mar-09,2.3,3,21.7,0
15-Mar-09,1.9,0.3,20.3,0
16-Mar-09,1.3,0,0.4,0
17-Mar-09,5.2,0,8.4,0
18-Mar-09,23.2,2.1,32,0
19-Mar-09,0,0,22,0
20-Mar-09,0,0,41.6,0
21-Mar-09,4.1,0.4,6.7,0
22-Mar-09,11.1,1,3.2,3.8
23-Mar-09,0,3.6,9.8,8.7
24-Mar-09,0,5,1.4,12.3
25-Mar-09,1.5,0,6.2,0
26-Mar-09,0,2.7,1.7,0
27-Mar-09,0,3.1,8.9,0
28-Mar-09,0,0.9,28.1,1.8
29-Mar-09,2.1,3.3,7.2,4
30-Mar-09,1.2,0.5,2.2,0
31-Mar-09,0,0,0,0
1-Apr-09,0,0,20.8,0
2-Apr-09,0,1.2,0,8.6
3-Apr-09,0,0.5,0.7,2.4
4-Apr-09,0,0,2.9,0
5-Apr-09,0,0,1.5,0
6-Apr-09,3.9,0,1.4,0
7-Apr-09,5.5,0.3,8.2,0.3
8-Apr-09,4.3,3,17.7,0
9-Apr-09,18.8,2.4,18.8,2.3
10-Apr-09,19.4,,5.7,0
11-Apr-09,2.5,0.8,10.1,0
12-Apr-09,11.8,0,17.5,0
13-Apr-09,0,2.3,3.5,0.3
14-Apr-09,5.6,0.4,17.7,0
15-Apr-09,2.2,0,5.8,0
16-Apr-09,2.8,0,9.8,0
17-Apr-09,0,0,9.3,0
18-Apr-09,0,0,4.1,0
19-Apr-09,0,0,0,0
20-Apr-09,0,0,21.7,0
21-Apr-09,0,0,29.9,0.2
22-Apr-09,0,0,1,0
23-Apr-09,0,0,0.6,0
24-Apr-09,0,0,0,0
25-Apr-09,0,0,0,0
26-Apr-09,0,0,0,0
27-Apr-09,0,0,5.1,0
28-Apr-09,0,0,3.1,0
29-Apr-09,0,0,4.9,0
30-Apr-09,0,0,13.1,0
1-May-09,0,0,0.5,0
2-May-09,0,0.2,1.7,0
3-May-09,0,0,4.8,0
4-May-09,0,0,0,0
5-May-09,0,0,0,0
6-May-09,0,0,1.8,0
7-May-09,0,0,0,0
8-May-09,0,0,0,0
9-May-09,0,0,0,0
10-May-09,0,0,0,0
11-May-09,,0,3.5,0
12-May-09,1,6,1,0
13-May-09,0,0,0,0
14-May-09,0,0,0,0
15-May-09,0,0,0.7,0.2
16-May-09,0,0,0,0
17-May-09,0,0,0,0
18-May-09,0,0,2.9,0
19-May-09,0,0,2.8,0
20-May-09,0,0,0,0
21-May-09,0,0,1.1,0
22-May-09,0,0,0,0
23-May-09,5.9,0,0,0
24-May-09,0,0,0,0
25-May-09,0,0,0,0
26-May-09,1.3,0.1,20.4,0
27-May-09,0,0,0,0
28-May-09,0,0,0,0
29-May-09,0,0,4.1,0
30-May-09,0,0,0,0
31-May-09,0,0,0,0
1-Jun-09,0,0,0,0
2-Jun-09,0,0,1.4,0
3-Jun-09,0,0,0.2,0
4-Jun-09,0,0,0,0
5-Jun-09,0,0,0,0
6-Jun-09,0,0,0,0
7-Jun-09,0,0,0,0
8-Jun-09,0,0,0,0
9-Jun-09,0,0,0,0
10-Jun-09,0,0,0,0
11-Jun-09,0,0,0,0
12-Jun-09,0,0,8,0
13-Jun-09,0,0,0.1,0
14-Jun-09,0,0,0,0
15-Jun-09,0,0,0,0
16-Jun-09,0,0,0,0
17-Jun-09,0,0,0,0
18-Jun-09,0,0,0,0
19-Jun-09,0,0,0,0
20-Jun-09,0,0,1.3,0
21-Jun-09,0,0,0.5,0
22-Jun-09,0,,1.2,0
23-Jun-09,0,0.1,0.5,0
24-Jun-09,0,0,0,0
25-Jun-09,0,0,0.9,0
26-Jun-09,0,0,0,0
27-Jun-09,0,0,0,0
28-Jun-09,0,0,0,0
29-Jun-09,0,0,0,0
30-Jun-09,0,0,0,0
1-Jul-09,0,0,0,0
2-Jul-09,0,0,0,0
3-Jul-09,0,0,0,0
4-Jul-09,0,0,0,0
5-Jul-09,0,0,1,0
6-Jul-09,0,0.6,1.7,0
7-Jul-09,0,0,0,0
8-Jul-09,0,0,0.6,0
9-Jul-09,0,0,0,0
10-Jul-09,0,0,0,0
11-Jul-09,,0,13.6,0.6
12-Jul-09,0,,9.7,0
13-Jul-09,0,0,2.1,0
14-Jul-09,0,,0,0
15-Jul-09,0,0,0.5,0
16-Jul-09,0,0,0,0
17-Jul-09,0,0,0,0
18-Jul-09,0,0,0,0
19-Jul-09,0,0,0,0
20-Jul-09,5.6,0.5,9,1
21-Jul-09,0,0,0,0
22-Jul-09,0,0,0,0
23-Jul-09,2.1,0.8,1.9,0.9
24-Jul-09,,0.3,7.5,0
25-Jul-09,1.2,0.5,3.5,0
26-Jul-09,,,3.2,0.6
27-Jul-09,0,0,0,0
28-Jul-09,0,0,0,0
29-Jul-09,0,0,0,0
30-Jul-09,0,0,0,0
31-Jul-09,0,0,0,0
1-Aug-09,0,0,0,0
2-Aug-09,0,0,0,0
3-Aug-09,0,0.4,3,0
4-Aug-09,0,0,0,0
5-Aug-09,0,0,0,0
6-Aug-09,0,0,6,0
7-Aug-09,0,0,0,0
8-Aug-09,0,0,0,0
9-Aug-09,0,0.1,2,0
10-Aug-09,0,0,0.5,0
11-Aug-09,0,0,0,0
12-Aug-09,0,1.1,0,0
13-Aug-09,0,0,0,0.4
14-Aug-09,0,0,0.6,0
15-Aug-09,0,0,0,0
16-Aug-09,0,0,0,0
17-Aug-09,0,0,0,0
18-Aug-09,0,0,0,0
19-Aug-09,0,0,0,0
20-Aug-09,0,0,4.4,0
21-Aug-09,0,0,4.5,0
22-Aug-09,0,0,0,0
23-Aug-09,0,0,0,0
24-Aug-09,0,0,0,0
25-Aug-09,0,0,6.3,0
26-Aug-09,0,,0,0
27-Aug-09,0,0,0,0
28-Aug-09,0,0,0.5,0
29-Aug-09,0,0,0,0
30-Aug-09,0,0,0,0
31-Aug-09,0,0,0,0.4
1-Sep-09,0,0,0,0
2-Sep-09,1.1,2.2,8.3,0
3-Sep-09,0,0,0,0
4-Sep-09,0,0,0,0
5-Sep-09,0,0,0,0
6-Sep-09,0,0,0,0
7-Sep-09,0,0,0,0
8-Sep-09,0,0,0,0
9-Sep-09,0,0,0.8,0.3
10-Sep-09,0,0,0.3,0
11-Sep-09,0,,0,2.6
12-Sep-09,0,0,0,0
13-Sep-09,0,0,0,0
14-Sep-09,0,0,0,0
15-Sep-09,0,0,0,0
16-Sep-09,0,0,6.1,0
17-Sep-09,0,0,0,0
18-Sep-09,,0.5,0,0
19-Sep-09,3.4,0,0.8,0
20-Sep-09,,6.2,1.9,14.9
21-Sep-09,0,,0.3,2.1
22-Sep-09,0,0,0,0
23-Sep-09,0,0,12.8,0
24-Sep-09,0,0,1,0
25-Sep-09,0,0,3,0.5
26-Sep-09,0,0,1.2,0
27-Sep-09,0,0,4.6,0
28-Sep-09,,0,0,0
29-Sep-09,,0,0.6,0
30-Sep-09,0,0,0,0
1-Oct-09,5.5,0,1.6,0.6
2-Oct-09,0,0.1,0.4,1.7
3-Oct-09,0,0,0,0
4-Oct-09,0,0.1,0.3,0
5-Oct-09,0,0,1.8,0
6-Oct-09,2.2,0,0,0
7-Oct-09,1.3,0,1.6,0
8-Oct-09,0,0,0.6,0
9-Oct-09,0,0.2,0,0
10-Oct-09,0,0,0,0
11-Oct-09,,0,0,0
12-Oct-09,0,1.3,3,0
13-Oct-09,4.9,0,0,0
14-Oct-09,0,0,0,0.3
15-Oct-09,0,0,0.3,0
16-Oct-09,0,0,0.7,0
17-Oct-09,0,,5.5,0
18-Oct-09,0,0,0,0
19-Oct-09,1.2,0.5,0,0
20-Oct-09,,0.4,9.7,0.2
21-Oct-09,0,0,8.5,0.2
22-Oct-09,0,0.1,5.4,0
23-Oct-09,0,0,2,0
24-Oct-09,0,0,12.3,3
25-Oct-09,0,0,10.5,0
26-Oct-09,5.5,0,1.1,1.4
27-Oct-09,0,1.9,0.4,0
28-Oct-09,0,0,1.2,0.8
29-Oct-09,0,0,16.4,0
30-Oct-09,0,0,0,0
31-Oct-09,0,0,0.2,0
1-Nov-09,0,3.8,14.3,0
2-Nov-09,14.5,0.3,0,0
3-Nov-09,0,5.6,9.6,0.5
4-Nov-09,1.7,1.1,6.3,0
5-Nov-09,,0,1.2,0
6-Nov-09,0,0,0,0
7-Nov-09,0,0,0,0
8-Nov-09,0,0,0,0
9-Nov-09,0,0,0,0
10-Nov-09,0,0,8.9,0
11-Nov-09,,0,8.7,0
12-Nov-09,12.4,13.2,21.5,3.3
13-Nov-09,9.9,1,0.5,5.4
14-Nov-09,15.9,8.2,9.1,20.2
15-Nov-09,5.9,11.6,26.7,6
16-Nov-09,8.6,6.4,3.9,2.6
17-Nov-09,8.1,14.8,0,38.3
18-Nov-09,22.3,9.1,1,0
19-Nov-09,8.5,,4.7,2.8
20-Nov-09,0,0,35.5,1.7
21-Nov-09,5.3,4,8.8,1.6
22-Nov-09,3.5,25.6,22.3,10.6
23-Nov-09,1.3,4.9,7.5,6.4
24-Nov-09,7.5,3.7,14.1,3.7
25-Nov-09,,0.4,4.3,1.5
26-Nov-09,23.2,4.4,11.2,0.6
27-Nov-09,19.3,9.7,3.1,4.1
28-Nov-09,9.6,0.5,28,6
29-Nov-09,13.4,0.1,1.6,2.3
30-Nov-09,8.7,0,6,0.5
1-Dec-09,14.3,,8.9,4
2-Dec-09,,2.2,4.3,0.5
3-Dec-09,6.9,2.2,17.7,1.7
4-Dec-09,4.3,0,3.4,0
5-Dec-09,,0,3.4,0
6-Dec-09,0,0.5,0.4,0.8
7-Dec-09,8.1,0,2.3,0
8-Dec-09,3.8,3.9,9.3,0.2
9-Dec-09,18.4,,5.7,2.5
10-Dec-09,0,5.1,2.2,15.1
11-Dec-09,0,0,0.8,0
12-Dec-09,2.2,1,3.4,0
13-Dec-09,,8.1,1.5,14.1
14-Dec-09,24.2,0,0.4,0
15-Dec-09,0,0,7.3,0
16-Dec-09,0,0,0.6,0
17-Dec-09,6.5,5.1,8.9,1.2
18-Dec-09,,4.6,27.3,1
19-Dec-09,2.4,5.6,2.4,0.5
20-Dec-09,14.1,8.2,12.9,8.3
21-Dec-09,0,,9.9,0.2
22-Dec-09,14.4,5.4,4.2,5.9
23-Dec-09,1.2,1.3,6.5,0.2
24-Dec-09,4.4,1.7,14,17
25-Dec-09,1.8,7.9,57.5,21
26-Dec-09,12.8,2.6,6.3,7
27-Dec-09,3.7,0,8.6,0.3
28-Dec-09,0,2.5,16.9,2.8
29-Dec-09,0,0.8,9,0.5
30-Dec-09,1.2,1.9,3.4,6.3
31-Dec-09,3,6.3,17.1,4.2
1-Jan-10,0,,2.6,
2-Jan-10,6,12.2,9.2,
3-Jan-10,,2.7,32.4,
4-Jan-10,0,10.6,30,
5-Jan-10,0,0.3,34.6,
6-Jan-10,10.2,2,8.3,
7-Jan-10,3.2,0,8.8,
8-Jan-10,9.1,5.5,8.5,
9-Jan-10,5.4,2.4,10.9,
10-Jan-10,21.3,13.6,17.8,
11-Jan-10,11.2,3.5,35,
12-Jan-10,0,0.2,4.2,
13-Jan-10,8.8,14,2.5,
14-Jan-10,5.9,4.2,2,
15-Jan-10,17.6,1,15.3,
16-Jan-10,,8.8,0.8,
17-Jan-10,,0.3,12.6,
18-Jan-10,6.9,0.5,24.9,
19-Jan-10,0,0.1,18.3,
20-Jan-10,3.4,9.6,9.1,
21-Jan-10,14.3,17.6,6.6,
22-Jan-10,52.2,17.5,4.1,
23-Jan-10,7.6,9.5,19.7,
24-Jan-10,36.5,8,20.2,
25-Jan-10,7.5,19.8,22,
26-Jan-10,0,6.8,22.5,
27-Jan-10,19.2,7.9,4.4,
28-Jan-10,7.6,1.3,1,
29-Jan-10,17.8,6.1,0,
30-Jan-10,6.3,1.7,6.8,
31-Jan-10,0,0.5,12.9,
1-Feb-10,0,,17.1,0.8
2-Feb-10,0,0.1,7.4,0
3-Feb-10,0,0.3,4.6,0
4-Feb-10,8.6,10.2,29.8,6.2
5-Feb-10,0,14.9,17.9,12
6-Feb-10,2.8,2.6,3.2,3.5
7-Feb-10,0,,3.3,0
8-Feb-10,0,6.9,9.3,1.5
9-Feb-10,,6.5,4.2,5.7
10-Feb-10,3.5,,1.9,1.1
11-Feb-10,0,0.2,2,0
12-Feb-10,0,0.9,4.6,1.7
13-Feb-10,0,0.1,2.6,0
14-Feb-10,1.9,6,3.5,2
15-Feb-10,8.9,,7.8,0
16-Feb-10,11.1,0,17.9,1.1
17-Feb-10,,0.1,5.5,2.2
18-Feb-10,0,0,2.2,1.1
19-Feb-10,2.5,15.2,21.4,17.9
20-Feb-10,16.2,19.5,12.6,20.9
21-Feb-10,9.3,10.4,40.5,5.2
22-Feb-10,,5.8,3.8,0.6
23-Feb-10,2.2,7.5,15.4,8.8
24-Feb-10,0,1.2,8.9,2.3
25-Feb-10,1.9,0.5,24.4,0.6
26-Feb-10,11.2,3.5,32.6,5.5
27-Feb-10,12.5,14.5,17.2,18
28-Feb-10,2.3,2.8,6.5,26.4
1-Mar-10,8.1,3.7,15,20
2-Mar-10,,2.7,40.5,14.7
3-Mar-10,2.8,21,43,8.7
4-Mar-10,4.7,4.6,21.3,12
5-Mar-10,1.2,1.2,20.8,0.4
6-Mar-10,5.2,1.3,7.6,9.2
7-Mar-10,0,1.7,13.7,2.2
8-Mar-10,0,3,36.2,7.9
9-Mar-10,0,0,7.9,0
10-Mar-10,0,0.1,1.3,0
11-Mar-10,,0.2,1.4,0
12-Mar-10,7.3,1.5,18,6.4
13-Mar-10,,0.6,14.9,11.7
14-Mar-10,0,,1,3.7
15-Mar-10,2.5,1.8,17.6,2.4
16-Mar-10,7.7,4.3,10.1,3
17-Mar-10,0,1.2,3.4,1.1
18-Mar-10,0,0.4,18.6,2
19-Mar-10,1.8,,9.8,0
20-Mar-10,0,0,0.3,0
21-Mar-10,1.9,10.3,4.5,0
22-Mar-10,1,0.3,0,0.6
23-Mar-10,0,,3,0
24-Mar-10,18.6,26.1,24.1,20.6
25-Mar-10,1.1,2.2,2.4,2.2
26-Mar-10,23.3,0,7.1,0
27-Mar-10,15.9,2.5,5.6,0
28-Mar-10,3.3,8.1,45,12.4
29-Mar-10,0,,34,4.4
30-Mar-10,0,0.8,33.2,1.6
31-Mar-10,5.6,1.7,41.2,8.6
1-Apr-10,6.3,3.6,8.7,0.2
2-Apr-10,0,0,1.8,0
3-Apr-10,0,0,3.8,0
4-Apr-10,0,0,8.7,0
5-Apr-10,0,0.1,14.6,0
6-Apr-10,,3.2,10.7,0
7-Apr-10,6.9,0.1,7.2,0
8-Apr-10,5.8,0,7,0
9-Apr-10,0,2.4,1.5,2.5
10-Apr-10,0,0,0,0
11-Apr-10,0,,0,0
12-Apr-10,0,0,0,0.6
13-Apr-10,0,0,3.9,0
14-Apr-10,0,0,2.5,0.6
15-Apr-10,0,0,2.6,0
16-Apr-10,,0.4,14.3,0
17-Apr-10,0,0,4,0
18-Apr-10,0,0,1.2,0
19-Apr-10,0,0,0.2,0.6
20-Apr-10,0,0,1,0
21-Apr-10,0,0,16.1,0
22-Apr-10,0,0,0,0
23-Apr-10,0,0,33.5,0
24-Apr-10,0,0,8,0
25-Apr-10,0,0,0.3,0
26-Apr-10,0,0,23,1.1
27-Apr-10,0,0.6,1.3,0
28-Apr-10,0,0,8,0
29-Apr-10,0,0,2,0
30-Apr-10,0,2.8,24.5,0.4
1-May-10,8.5,,1,0
2-May-10,0,0,1.7,0
3-May-10,0,0,0.5,0
4-May-10,0,0,0,0
5-May-10,0,0,0,0
6-May-10,0,0,0,0
7-May-10,0,0,0,0
8-May-10,0,0,0,0
9-May-10,0,0,2,0
10-May-10,0,0,4.1,0
11-May-10,0,0,6.3,0
12-May-10,0,0,0.8,0
13-May-10,0,0,0,0
14-May-10,0,0,0,0
15-May-10,0,0,0,0
16-May-10,0,0,0,0
17-May-10,0,0,0,0
18-May-10,0,0,0.5,0
19-May-10,0,0,0,0
20-May-10,0,0,3.5,0.2
21-May-10,0,0,0.1,5
22-May-10,0,0,0,0
23-May-10,0,0,0,0
24-May-10,0,,0.7,0
25-May-10,,0.1,4.8,0
26-May-10,1.4,0.8,4,0.5
27-May-10,0,0.5,12.6,0
28-May-10,0,0.8,0,0.8
29-May-10,0,0,0.2,0
30-May-10,0,0,0,0
31-May-10,0,0,1.4,0
1-Jun-10,0,0,0,0
2-Jun-10,0,0,0,0
3-Jun-10,0,0,0,0
4-Jun-10,0,0,0,0
5-Jun-10,0,0,4.8,0
6-Jun-10,0,0,0.8,0
7-Jun-10,0,0,0,0
8-Jun-10,0,0,0.9,0
9-Jun-10,0,0,0.3,0
10-Jun-10,0,0,1,0
11-Jun-10,0,0,0,0
12-Jun-10,0,0,0,0
13-Jun-10,0,0,0,0
14-Jun-10,0,0,0,0
15-Jun-10,0,0,0,0
16-Jun-10,0,0,0,0
17-Jun-10,0,0,0,0
18-Jun-10,0,0,0,0
19-Jun-10,0,0,0,0
20-Jun-10,0,0,0,0
21-Jun-10,0,0,0,0
22-Jun-10,0,0,0,0
23-Jun-10,0,0,0,0
24-Jun-10,0,0,0,0
25-Jun-10,0,0,0,0
26-Jun-10,0,0,0.3,0
27-Jun-10,,0,3.2,1.1
28-Jun-10,0,,25.5,0
29-Jun-10,,0,0.5,0
30-Jun-10,0,0,0,0
1-Jul-10,0,0,0,0
2-Jul-10,0,0,0,0
3-Jul-10,0,0,0,0
4-Jul-10,0,0,0,0
5-Jul-10,0,0,0,0
6-Jul-10,0,0,1.5,0
7-Jul-10,0,0,0,0
8-Jul-10,0,0,3.8,0
9-Jul-10,0,0,0.2,0
10-Jul-10,0,0,1.7,0
11-Jul-10,0,0,0,0
12-Jul-10,0,0,0,0
13-Jul-10,0,0,0,0
14-Jul-10,0,0,0,0
15-Jul-10,0,,2,0
16-Jul-10,0,2.4,8,1.4
17-Jul-10,0,0.1,1.9,0
18-Jul-10,0,0,0,0
19-Jul-10,0,0,0,0
20-Jul-10,0,0,0,0
21-Jul-10,0,0,0,0
22-Jul-10,0,0,0,0
23-Jul-10,0,0,0,0
24-Jul-10,0,0,0,0
25-Jul-10,0,0,0,0
26-Jul-10,0,0,0,0
27-Jul-10,0,0,0,0
28-Jul-10,0,0,0,0
29-Jul-10,0,0,0,0
30-Jul-10,0,0,0,0
31-Jul-10,0,0,0,0
1-Aug-10,0,0,2.5,0
2-Aug-10,0,0,0,0
3-Aug-10,0,0,0.4,0
4-Aug-10,0,0,1.5,0
5-Aug-10,0,0,0,0
6-Aug-10,0,0,0,0
7-Aug-10,0,0,0,0
8-Aug-10,0,0,0,0
9-Aug-10,0,0,0,0
10-Aug-10,0,0,0,0
11-Aug-10,0,0,0,0
12-Aug-10,0,0,0,0
13-Aug-10,0,0,4.9,0
14-Aug-10,0,0,0,0
15-Aug-10,0,0,0.4,0
16-Aug-10,0,0,0,0
17-Aug-10,0,0,0,0
18-Aug-10,0,0,0,0
19-Aug-10,0,0,0,0
20-Aug-10,0,0,0,0
21-Aug-10,0,0,0,0
22-Aug-10,0,0,0,0
23-Aug-10,0,0,0,0
24-Aug-10,0,0,0,0
25-Aug-10,0,0,1,0
26-Aug-10,0,0,0,0
27-Aug-10,0,0.2,0,0
28-Aug-10,,0,0.5,3
29-Aug-10,6.1,5.7,3.7,5.2
30-Aug-10,0,,20.2,0.5
31-Aug-10,5.2,2.3,11.4,2.7
1-Sep-10,,0.6,15.7,0
2-Sep-10,0,0.3,1.6,1
3-Sep-10,0,0,1.2,0
4-Sep-10,0,0,0,0
5-Sep-10,0,1.5,3.9,0
6-Sep-10,0,0,0,0
7-Sep-10,,0.2,7.6,0
8-Sep-10,0,0,0,0
9-Sep-10,0,0,0,0
10-Sep-10,0,0,0,0
11-Sep-10,0,0,0,0
12-Sep-10,0,0,1.7,0
13-Sep-10,0,0,0,0
14-Sep-10,0,0,0.2,0
15-Sep-10,0,0,0,0
16-Sep-10,0,0,0,0
17-Sep-10,0,0,0,0
18-Sep-10,0,0,0,0
19-Sep-10,0,0,0,0
20-Sep-10,0,0,0.4,0
21-Sep-10,0,0,0,0
22-Sep-10,0,0,4.3,0
23-Sep-10,5,0,0.5,0
24-Sep-10,,,2.5,0
25-Sep-10,0,0.6,1.8,0.6
26-Sep-10,0,1.8,0.9,0.2
27-Sep-10,0,0,0,0
28-Sep-10,0,0,0,0
29-Sep-10,0,0,0.3,0
30-Sep-10,0,,0.2,0
1-Oct-10,0,0,5.4,7.8
2-Oct-10,0,10.1,12.5,6.4
3-Oct-10,0,,0.1,0
4-Oct-10,0,0,0,0
5-Oct-10,0,0,0,4.6
6-Oct-10,0,0,0,0
7-Oct-10,0,0,1.7,0
8-Oct-10,,0,6.3,0
9-Oct-10,,4.1,8.2,3
10-Oct-10,5.4,0.7,17.2,0
11-Oct-10,0,0,5.5,0
12-Oct-10,0,0,0.6,0
13-Oct-10,8.8,0,0,0
14-Oct-10,0,1.2,0,2.3
15-Oct-10,5.2,6.3,25.8,6.2
16-Oct-10,5.5,1.1,2.8,0
17-Oct-10,,7,2.5,1.5
18-Oct-10,0,0.1,14.3,0
19-Oct-10,0,0,24.4,0
20-Oct-10,0,0.1,3.9,2.5
21-Oct-10,11.3,1.4,28,14.4
22-Oct-10,0,0,10.3,0
23-Oct-10,0,0,6,0
24-Oct-10,0,0,0,0
25-Oct-10,0,0.2,1.8,0.9
26-Oct-10,7.4,1.9,6.2,5.1
27-Oct-10,0,0,0.8,0
28-Oct-10,,0.8,25,0
29-Oct-10,,0,1.6,3.9
30-Oct-10,3.2,7,6.6,5.2
31-Oct-10,0,4.6,11.7,8.9
1-Nov-10,3.2,3.6,8.7,0.3
2-Nov-10,0,0,1.6,7
3-Nov-10,0,0,0,0
4-Nov-10,0,0,0.2,0
5-Nov-10,0,0,0,0
6-Nov-10,0,1.1,4.5,0
7-Nov-10,0,0,0.3,0
8-Nov-10,0,0,0,0
9-Nov-10,0,,0,0
10-Nov-10,6,3.2,22.1,2.3
11-Nov-10,0,0.3,3.5,0
12-Nov-10,5.5,2.4,9.3,10.8
13-Nov-10,1.2,0,0.2,0
14-Nov-10,5,0.2,1.2,0.5
15-Nov-10,2.9,4.9,3.8,0.3
16-Nov-10,0,0,6.3,0
17-Nov-10,0,0,0.6,0
18-Nov-10,0,0,6.1,0
19-Nov-10,0,0,0.4,0
20-Nov-10,0,,0,0
21-Nov-10,0,2.8,4.9,0.6
22-Nov-10,6,2.9,4.2,1.2
23-Nov-10,0,0,0,0
24-Nov-10,0,0,4.5,0
25-Nov-10,5.2,0.4,23.6,1.8
26-Nov-10,6.2,0.5,4.3,0
27-Nov-10,0,1.6,0.5,1
28-Nov-10,,,6.2,0
29-Nov-10,0,0,1.1,0.5
30-Nov-10,,,0,0
1-Dec-10,0,0.1,2.7,0
2-Dec-10,0,0,0,0
3-Dec-10,3,5.3,14.5,1.3
4-Dec-10,7,20,31.6,7
5-Dec-10,0,0.4,1,0.3
6-Dec-10,,5.4,2,0.4
7-Dec-10,0,1,8.6,0
8-Dec-10,,0.1,17.7,0
9-Dec-10,8.9,8.9,9,28.7
10-Dec-10,8.4,,4,1
11-Dec-10,3.6,0.3,3.5,0.3
12-Dec-10,8.6,1.4,9.6,21.2
13-Dec-10,5.2,7.8,6.7,3.6
14-Dec-10,0,0,0,0
15-Dec-10,0,0,2.1,0
16-Dec-10,0,0,1,0
17-Dec-10,0,0.5,0.8,2
18-Dec-10,0,4.3,5,1.5
19-Dec-10,9.4,0.7,4.3,4.7
20-Dec-10,7.9,24.7,47.1,20.8
21-Dec-10,7.5,3,3.2,3.5
22-Dec-10,16,1.7,18.7,1.4
23-Dec-10,14.8,5,19.2,4.9
24-Dec-10,4.8,0.2,32.1,2.6
25-Dec-10,11.3,0,24.4,39.2
26-Dec-10,3.6,12.8,10.3,28.4
27-Dec-10,39,0.2,2.1,9.2
28-Dec-10,,2.7,17,12.7
29-Dec-10,24.5,2.6,13.9,1.4
30-Dec-10,0,1.6,6.9,4.1
31-Dec-10,7.9,3.9,9.2,4
1-Jan-11,0,,1.6,0
2-Jan-11,,0,8.7,0
3-Jan-11,0,3.6,2.3,1.6
4-Jan-11,0,0.2,2.5,4.1
5-Jan-11,0,0,10.3,0
6-Jan-11,4.4,1,1.1,0.8
7-Jan-11,,4.2,8.5,1.2
8-Jan-11,2,0.4,18.8,0
9-Jan-11,3.9,0.5,7.6,0
10-Jan-11,15.1,21,29.6,24.3
11-Jan-11,2.1,1.3,2,1.7
12-Jan-11,19.6,4.1,24.2,19
13-Jan-11,1.3,4.9,17.1,5.1
14-Jan-11,1.5,11.5,6.8,12.4
15-Jan-11,2,1.3,1.5,0.7
16-Jan-11,,,0,0
17-Jan-11,1,0,9.2,0
18-Jan-11,0,0.2,23.4,0
19-Jan-11,1.4,7.5,6.9,4.5
20-Jan-11,12.4,0,21.7,0
21-Jan-11,5.7,4,21.1,0
22-Jan-11,,1.7,41,0
23-Jan-11,19.3,3,33.6,0.5
24-Jan-11,13.6,9.9,17.5,8.6
25-Jan-11,10.2,7.3,32.9,1.3
26-Jan-11,0,4.9,26,8.4
27-Jan-11,6.6,2.1,6.2,3.2
28-Jan-11,11.4,1.9,22.4,0
29-Jan-11,15.5,1.2,23.8,3
30-Jan-11,1.3,1.9,18,0
31-Jan-11,3.2,0.8,6,0.3
1-Feb-11,4.6,1.2,15,0
2-Feb-11,3.3,0.1,10.3,10.2
3-Feb-11,14,0.4,1.8,6.7
4-Feb-11,,0.4,2.7,0
5-Feb-11,2.2,5,24,1.8
6-Feb-11,,1.3,12.2,0.5
7-Feb-11,3.4,7.2,13.5,10.2
8-Feb-11,6.8,0.4,2.4,1.4
9-Feb-11,,7.5,13.5,16.5
10-Feb-11,12.8,2.1,11.1,8.8
11-Feb-11,1.9,9.5,7.9,10
12-Feb-11,6.5,21.1,5.5,2.5
13-Feb-11,11.4,7.4,21,10
